Taxon,ID Number,Rank,Trophic Mode,Guild,Confidence Ranking,Growth Form,Trait,Notes,Source/Citation
Oudemansiella,18166,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Oviascoma,27616,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Ovosphaerella,3659,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Oxyporus,18170,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,Brown Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Ozonium,9186,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachnocybe,9188,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachnodium,9189,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachydisca,3667,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachyella,3668,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachykytospora,18171,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Pachylepyrium,18172,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachyma,18173,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachysacca,3675,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pachytrype,26475,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Padixonia,9195,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paecilomyces inflatus,335528,Species,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Paecilomyces parvus,302195,Species,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Palawania,3682,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Palifer,25405,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Panaeolina,18176,Genus,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolina foenisecii,265153,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolopsis,19246,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Panaeolus,18177,Genus,Saprotroph,Dung Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolus antillarum,457549,Species,Saprotroph,Dung Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolus fimicola,158646,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolus paludosus,229431,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolus rickenii,302209,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panaeolus sphinctrinus,175888,Species,Saprotroph,Dung Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Panellus,18178,Genus,Saprotroph,Wood Saprotroph,Probable,Agaricoid,White Rot,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]; Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Panorbis,28704,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pantospora,9201,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Panus,18180,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Papularia,9204,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Papularia arundinis,143568,Species,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 [Link]; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Papulosa,26426,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Papyrodiscus,18181,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parabartalinia,828376,Genus,Saprotroph,Litter Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paracercospora,9206,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parachnopeziza,3696,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paracoccidioides,9208,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paraconiothyrium,500080,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parafusicladium,831513,Genus,Saprotroph,Litter Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Parahendersonia,27620,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paraleptospora,557347,Genus,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paraloratospora,557115,Genus,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paramassaria,555521,Genus,Saprotroph,Wood Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paramicrothyrium,563363,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paramonodictys,557092,Genus,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paramphisphaeria,28823,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paranectria,3707,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paranectriella,3708,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paraniesslia,28568,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paranthostomella,3709,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paraphaeosphaeria,3711,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parapleurotheciopsis,9219,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parapterulicium,18185,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parapyrenis,26301,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parascedosporium,506554,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parasitella,20392,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parasola,28505,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parasola misera,474657,Species,Saprotroph,Dung Saprotroph,Highly Probable,NULL,NULL,Syn. Coprinus miser,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)"
Parasulcatispora,557204,Genus,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Parasympodiella,9226,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paratrichaptum,14382,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paratrichophaea,25769,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paratrimmatostroma,556153,Genus,Saprotroph,Litter Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Paratritirachium,561880,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paraxerula,514367,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parencoelia,3726,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parmastomyces,18187,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,Brown Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Parorbiliopsis,25064,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parvobasidium,18188,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Parvodontia,28806,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paschelkiella,25065,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Patescospora,28649,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Patinellaria,3770,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paucithecium,3774,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Paullicorticium,18191,Genus,Saprotroph,Undefined Saprotroph,Probable,Corticioid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pazschkeella,9238,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pectinotrichum,3784,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pedisordaria,560815,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Peethambara,3786,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pellidiscus,18198,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pellucida,28461,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pendulispora,9255,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Penicilliopsis,3806,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Penicillium,9257,Genus,Saprotroph,Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 [Link]; Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 [Link]; Tedersoo L, et al. 2014. Science 346:e1256688 [Link]; The American Phytopathological Society Common Names of Plant Diseases [Link]"
Penicillium diversum,289080,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Penicillium palitans,203604,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Penicillium rugulosum,210907,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Penicillium simplicissimum,278201,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Penicillium vermiculatum,212566,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Penicillium verruculosum,166576,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Peniophora cinerea,231569,Species,Saprotroph,Wood Saprotroph,Probable,Corticioid,White Rot,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Peniophorella,18202,Genus,Saprotroph,Undefined Saprotroph,Probable,Corticioid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Penzigia,3808,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Perenniporia,18204,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Perenniporiella,28711,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Periamphispora,25331,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Periperidium,9268,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Perrotia,3837,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Persiciospora,3839,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pestalotia funerea,181393,Species,Saprotroph,Wood Saprotroph,Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 [Link]"
Pestalotia intermedia,212886,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Petchiomyces,3846,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Petrakiopeltis,3851,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Petriella,3852,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Petriellopsis,506556,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Petromyces,3854,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Peyronelia,9281,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Peziza arvernensis,243601,Species,Saprotroph,Litter Saprotroph,Highly Probable,Pezizoid,NULL,Found in Fagus leaf litter in central Germany (Purahong et al. 2016),"Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 [Link]"
Peziza proteana,119395,Species,Saprotroph,Undefined Saprotroph,Probable,Pezizoid,NULL,NULL,"James TY, et al. 2006. Nature 443:818-822 [Link]"
Peziza vesiculosa,194560,Species,Saprotroph,Dung Saprotroph,Highly Probable,Pezizoid,NULL,Syn. Peziza bovina,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); James TY, et al. 2006. Nature 443:818-822 [Link]"
Pezoloma kathiae,464235,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,Apothecia found on water-soaked wood,Korf RP. 2000. Mycotaxon 73:493-497 [Link]
Phacidina,3870,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phacidiopycnis,9289,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeangella,3881,Genus,Saprotroph,Wood Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Phaeangellina,3882,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoaphelaria,25266,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeociboria,3900,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeococcomyces,9294,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeococcus,9295,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeocyphellopsis,18217,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeodepas,18219,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeodothis,3914,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeofabraea,3915,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeogalera,18221,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoglossum,3917,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeohelotium,3922,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeohelotium monticola,336118,Species,Saprotroph,Litter Saprotroph,Highly Probable,Microfungus,NULL,Found in Fagus leaf litter in central Germany (Purahong et al. 2016),"Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 [Link]"
Phaeohydnochaete,18224,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoisaria,9305,Genus,Saprotroph,Undefined Saprotroph-Wood Saprotroph,Probable,NULL,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 [Link]; Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeolepiota,18226,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeolus,18229,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Polyporoid,Brown Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Phaeomarasmius,18230,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeomollisia,512366,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeomyces,28994,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeonectriella,3928,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeonematoloma,14474,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeopholiota,14384,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoporotheleum,18234,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoradulum,18238,Genus,Saprotroph,Wood Saprotroph,Probable,NULL,Brown Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeosaccardinula,3943,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoscypha,25836,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoseptoria,9318,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeosolenia,18240,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeosphaeria,3951,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeosphaeriopsis,28717,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeostalagmus,9321,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeostoma,3957,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
